frequency_hz,band_index,band_label,energy,energy_relative_db,gate,activation_rms,activation_relative_db
725.0,0,<250 Hz,0.9084975719451904,-15.708771705627441,0.7038381695747375,0.4257064461708069,-19.75126075744629
725.0,1,250-500 Hz,0.5649945735931396,-17.77156639099121,0.6701240539550781,0.31419092416763306,-22.389591217041016
725.0,2,500-750 Hz,33.641632080078125,-0.023238807916641235,0.9856118559837341,4.125690460205078,-0.02353164553642273
725.0,3,750-1000 Hz,2.1269633769989014,-12.014409065246582,0.8108034133911133,0.8198674917221069,-14.05859088897705
725.0,4,1-1.5 kHz,0.34439414739608765,-19.921451568603516,0.617688775062561,0.21283917129039764,-25.77243423461914
725.0,5,1.5-2.5 kHz,1.728005290031433,-12.916559219360352,0.8025287389755249,0.7251707315444946,-15.124659538269043
725.0,6,2.5-4 kHz,0.5037598609924316,-18.269773483276367,0.6594456434249878,0.2861713171005249,-23.20094108581543
725.0,7,>4 kHz,0.5838963985443115,-17.628652572631836,0.6796245574951172,0.326138973236084,-22.065410614013672
750.0,0,<250 Hz,0.799347996711731,-16.264650344848633,0.6913132071495056,0.3873037099838257,-20.572431564331055
750.0,1,250-500 Hz,0.2613690495491028,-21.119468688964844,0.6135351657867432,0.18508335947990417,-26.98611831665039
750.0,2,500-750 Hz,33.82212829589844,0.0,0.9856958389282227,4.136882781982422,0.0
750.0,3,750-1000 Hz,0.8300400376319885,-16.10101890563965,0.6968613266944885,0.41088443994522095,-20.059070587158203
750.0,4,1-1.5 kHz,0.5586462020874023,-17.820640563964844,0.6598888635635376,0.3016333281993866,-22.743877410888672
750.0,5,1.5-2.5 kHz,2.2358462810516357,-11.797590255737305,0.8332220315933228,0.8686355352401733,-13.556713104248047
750.0,6,2.5-4 kHz,0.5339087843894958,-18.017337799072266,0.6643362045288086,0.2982594966888428,-22.841577529907227
